timestamp,Open,High,Low,Close,Volume
2025-12-16 15:00:00,87300.1,88178.7,86844.7,87977.3,811.707141
2025-12-16 16:00:00,87977.3,88055.7,87388.9,87586.5,484.651808
2025-12-16 17:00:00,87586.5,87848.5,87092.8,87127.7,281.336038
2025-12-16 18:00:00,87127.7,88029.7,87062.0,87784.4,394.457092
2025-12-16 19:00:00,87784.4,87798.4,87292.0,87583.6,268.817982
2025-12-16 20:00:00,87583.6,87852.8,87339.5,87564.4,243.768898
2025-12-16 21:00:00,87564.4,87911.8,87493.1,87767.3,122.774684
2025-12-16 22:00:00,87767.3,87937.1,87641.5,87790.9,116.990465
2025-12-16 23:00:00,87790.9,87870.3,87600.0,87864.8,119.746853
2025-12-17 00:00:00,87864.8,87866.2,87420.4,87536.1,112.206251
2025-12-17 01:00:00,87536.1,87950.0,87487.6,87558.5,135.329396
2025-12-17 02:00:00,87558.5,87588.3,87186.0,87481.1,204.279013
2025-12-17 03:00:00,87481.1,87608.7,87150.7,87215.2,122.687277
2025-12-17 04:00:00,87215.2,87389.3,86718.2,86754.4,181.522248
2025-12-17 05:00:00,86754.4,86758.9,86204.0,86629.9,301.823909
2025-12-17 06:00:00,86629.9,86994.9,86588.9,86774.5,207.053876
2025-12-17 07:00:00,86774.5,87150.0,86594.8,87043.8,217.731138
2025-12-17 08:00:00,87043.8,87043.8,86315.7,86393.2,168.47992
2025-12-17 09:00:00,86393.2,86611.3,86254.0,86418.4,197.026793
2025-12-17 10:00:00,86418.4,86833.6,86222.0,86623.5,178.310298
2025-12-17 11:00:00,86623.5,87135.8,86562.8,86976.9,176.761863
2025-12-17 12:00:00,86976.9,87217.1,86821.2,87025.3,273.680388
2025-12-17 13:00:00,87025.3,87852.3,86812.7,87629.2,403.814913
2025-12-17 14:00:00,87629.2,89700.0,87155.2,89667.2,1143.322896
2025-12-17 15:00:00,89667.2,90364.4,87139.1,87233.4,1733.621592
2025-12-17 16:00:00,87233.4,87780.0,86160.4,86986.7,1122.763165
2025-12-17 17:00:00,86986.7,87105.1,86257.6,86421.1,408.282131
2025-12-17 18:00:00,86421.1,86842.6,85652.7,85823.0,449.115302
2025-12-17 19:00:00,85823.0,86175.0,85310.0,86018.0,612.052018
2025-12-17 20:00:00,86018.0,86249.6,85659.1,85893.9,391.55527
2025-12-17 21:00:00,85893.9,86050.0,85699.8,85983.6,168.710317
2025-12-17 22:00:00,85983.6,86439.9,85879.5,86348.3,265.289134
2025-12-17 23:00:00,86348.3,86348.3,85944.8,86240.5,162.340202
2025-12-18 00:00:00,86240.5,86310.9,86042.9,86230.3,160.065864
2025-12-18 01:00:00,86230.3,86244.3,85855.9,86121.4,225.56723
2025-12-18 02:00:00,86121.4,86865.5,86007.8,86691.5,419.115936
2025-12-18 03:00:00,86691.5,86699.2,86251.3,86620.6,170.505836
2025-12-18 04:00:00,86620.6,86903.2,86600.6,86764.1,160.795102
2025-12-18 05:00:00,86764.1,86774.4,86387.1,86440.6,163.324255
2025-12-18 06:00:00,86440.6,86668.7,86408.9,86652.0,167.017278
2025-12-18 07:00:00,86652.0,86868.8,86591.1,86831.1,198.571864
2025-12-18 08:00:00,86831.1,87133.6,86683.6,86982.0,235.852613
2025-12-18 09:00:00,86982.0,87395.2,86805.3,87282.1,325.36547
2025-12-18 10:00:00,87282.1,87461.0,87218.3,87350.3,239.844568
2025-12-18 11:00:00,87350.3,87359.9,87058.0,87276.0,236.352781
2025-12-18 12:00:00,87276.0,87441.6,87115.4,87258.1,289.01051
2025-12-18 13:00:00,87258.1,89205.0,87258.1,88844.2,1208.668013
2025-12-18 14:00:00,88844.2,89484.8,87729.3,88347.2,976.744239
2025-12-18 15:00:00,88347.2,89361.5,87964.0,88513.6,812.666407
2025-12-18 16:00:00,88513.6,88535.7,87838.1,88008.1,504.098854
2025-12-18 17:00:00,88008.1,88027.0,85465.6,86478.6,1236.868686
2025-12-18 18:00:00,86478.6,86883.6,85711.8,85977.9,602.750774
2025-12-18 19:00:00,85977.9,86022.0,84470.5,84481.5,1366.673579
2025-12-18 20:00:00,84481.5,85275.1,84450.5,84579.4,588.972637
2025-12-18 21:00:00,84579.4,85834.9,84565.5,85624.0,494.62379
2025-12-18 22:00:00,85624.0,85752.9,85272.1,85583.7,316.454113
2025-12-18 23:00:00,85583.7,85622.0,85323.1,85506.9,209.080676
2025-12-19 00:00:00,85506.9,85601.1,85290.0,85601.1,247.115687
2025-12-19 01:00:00,85601.1,85601.9,85104.9,85320.6,264.054369
2025-12-19 02:00:00,85320.6,85929.2,85124.4,85639.3,386.473495
