status,filename,category,subcategory,style,color_scheme,model,title,tags,prompt,file_size_mb
success,stock_0250_botanical_bamboo.jpg,botanical,bamboo,flat vector,earth tones,recraft-v3,Bamboo FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; bamboo; botanical; flat; vector; earth; tones,"Seamless tileable pattern of Asian bamboo stalks and leaves pattern, flat vector style, clean lines, modern design, vector illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",5.7
success,stock_0251_botanical_bamboo.jpg,botanical,bamboo,flat vector,monochrome,recraft-v3,Bamboo FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; bamboo; botanical; flat; vector; monochrome,"Seamless tileable pattern of Asian bamboo stalks and leaves pattern, flat vector style, clean lines, modern design, vector illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",4.7
success,stock_0252_botanical_bamboo.jpg,botanical,bamboo,flat vector,warm sunset,recraft-v3,Bamboo FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; bamboo; botanical; flat; vector; warm; sunset,"Seamless tileable pattern of Asian bamboo stalks and leaves pattern, flat vector style, clean lines, modern design, vector illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",5.6
success,stock_0253_botanical_bamboo.jpg,botanical,bamboo,flat vector,cool ocean,recraft-v3,Bamboo FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; bamboo; botanical; flat; vector; cool; ocean,"Seamless tileable pattern of Asian bamboo stalks and leaves pattern, flat vector style, clean lines, modern design, vector illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",6.2
success,stock_0254_botanical_bamboo.jpg,botanical,bamboo,watercolor,pastel,recraft-v3,Bamboo Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; bamboo; botanical; watercolor; pastel,"Seamless tileable pattern of Asian bamboo stalks and leaves pattern, watercolor painting style, soft brushstrokes, artistic texture, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",5.2
success,stock_0255_botanical_bamboo.jpg,botanical,bamboo,watercolor,navy gold,recraft-v3,Bamboo Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; bamboo; botanical; watercolor; navy; gold,"Seamless tileable pattern of Asian bamboo stalks and leaves pattern, watercolor painting style, soft brushstrokes, artistic texture, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",5.6
success,stock_0256_botanical_bamboo.jpg,botanical,bamboo,watercolor,earth tones,recraft-v3,Bamboo Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; bamboo; botanical; watercolor; earth; tones,"Seamless tileable pattern of Asian bamboo stalks and leaves pattern, watercolor painting style, soft brushstrokes, artistic texture, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",5.6
success,stock_0257_botanical_bamboo.jpg,botanical,bamboo,watercolor,monochrome,recraft-v3,Bamboo Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; bamboo; botanical; watercolor; monochrome,"Seamless tileable pattern of Asian bamboo stalks and leaves pattern, watercolor painting style, soft brushstrokes, artistic texture, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",5.1
success,stock_0258_botanical_bamboo.jpg,botanical,bamboo,watercolor,warm sunset,recraft-v3,Bamboo Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; bamboo; botanical; watercolor; warm; sunset,"Seamless tileable pattern of Asian bamboo stalks and leaves pattern, watercolor painting style, soft brushstrokes, artistic texture, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",6.1
success,stock_0259_botanical_bamboo.jpg,botanical,bamboo,watercolor,cool ocean,recraft-v3,Bamboo Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; bamboo; botanical; watercolor; cool; ocean,"Seamless tileable pattern of Asian bamboo stalks and leaves pattern, watercolor painting style, soft brushstrokes, artistic texture, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",5.4
