status,filename,category,subcategory,style,color_scheme,model,title,tags,prompt,file_size_mb
success,stock_0350_abstract_gradient_mesh.jpg,abstract,gradient mesh,hand-drawn,pastel,recraft-v3,GradientMesh Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; gradient; mesh; abstract; hand-drawn; pastel,"Seamless tileable pattern of Smooth gradient mesh pattern with flowing color transitions, hand-drawn sketch style, ink line art, organic freehand illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",4.2
success,stock_0351_abstract_gradient_mesh.jpg,abstract,gradient mesh,hand-drawn,navy gold,recraft-v3,GradientMesh Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; gradient; mesh; abstract; hand-drawn; navy; gold,"Seamless tileable pattern of Smooth gradient mesh pattern with flowing color transitions, hand-drawn sketch style, ink line art, organic freehand illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",8.3
success,stock_0352_abstract_gradient_mesh.jpg,abstract,gradient mesh,hand-drawn,earth tones,recraft-v3,GradientMesh Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; gradient; mesh; abstract; hand-drawn; earth; tones,"Seamless tileable pattern of Smooth gradient mesh pattern with flowing color transitions, hand-drawn sketch style, ink line art, organic freehand illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",7.3
success,stock_0353_abstract_gradient_mesh.jpg,abstract,gradient mesh,hand-drawn,monochrome,recraft-v3,GradientMesh Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; gradient; mesh; abstract; hand-drawn; monochrome,"Seamless tileable pattern of Smooth gradient mesh pattern with flowing color transitions, hand-drawn sketch style, ink line art, organic freehand illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",6.6
success,stock_0354_abstract_gradient_mesh.jpg,abstract,gradient mesh,hand-drawn,warm sunset,recraft-v3,GradientMesh Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; gradient; mesh; abstract; hand-drawn; warm; sunset,"Seamless tileable pattern of Smooth gradient mesh pattern with flowing color transitions, hand-drawn sketch style, ink line art, organic freehand illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",8.5
success,stock_0355_abstract_gradient_mesh.jpg,abstract,gradient mesh,hand-drawn,cool ocean,recraft-v3,GradientMesh Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; gradient; mesh; abstract; hand-drawn; cool; ocean,"Seamless tileable pattern of Smooth gradient mesh pattern with flowing color transitions, hand-drawn sketch style, ink line art, organic freehand illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",8.9
success,stock_0356_abstract_minimalist_shapes.jpg,abstract,minimalist shapes,flat vector,pastel,recraft-v3,MinimalistShapes FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; minimalist; shapes; abstract; flat; vector; pastel,"Seamless tileable pattern of Minimalist abstract shapes pattern with circles, lines, and dots, flat vector style, clean lines, modern design, vector illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",2.6
success,stock_0357_abstract_minimalist_shapes.jpg,abstract,minimalist shapes,flat vector,navy gold,recraft-v3,MinimalistShapes FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; minimalist; shapes; abstract; flat; vector; navy; gold,"Seamless tileable pattern of Minimalist abstract shapes pattern with circles, lines, and dots, flat vector style, clean lines, modern design, vector illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",5.0
success,stock_0358_abstract_minimalist_shapes.jpg,abstract,minimalist shapes,flat vector,earth tones,recraft-v3,MinimalistShapes FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; minimalist; shapes; abstract; flat; vector; earth; tones,"Seamless tileable pattern of Minimalist abstract shapes pattern with circles, lines, and dots, flat vector style, clean lines, modern design, vector illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",4.2
success,stock_0359_abstract_minimalist_shapes.jpg,abstract,minimalist shapes,flat vector,monochrome,recraft-v3,MinimalistShapes FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; minimalist; shapes; abstract; flat; vector; monochrome,"Seamless tileable pattern of Minimalist abstract shapes pattern with circles, lines, and dots, flat vector style, clean lines, modern design, vector illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",4.9
