status,filename,category,subcategory,style,color_scheme,model,title,tags,prompt,file_size_mb
success,stock_0550_food_coffee_beans.jpg,food,coffee beans,hand-drawn,earth tones,recraft-v3,CoffeeBeans Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; coffee; beans; food; hand-drawn; earth; tones,"Seamless tileable pattern of Coffee beans and coffee plant leaves pattern, hand-drawn sketch style, ink line art, organic freehand illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",6.2
success,stock_0551_food_coffee_beans.jpg,food,coffee beans,hand-drawn,monochrome,recraft-v3,CoffeeBeans Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; coffee; beans; food; hand-drawn; monochrome,"Seamless tileable pattern of Coffee beans and coffee plant leaves pattern, hand-drawn sketch style, ink line art, organic freehand illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",5.6
success,stock_0552_food_coffee_beans.jpg,food,coffee beans,hand-drawn,warm sunset,recraft-v3,CoffeeBeans Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; coffee; beans; food; hand-drawn; warm; sunset,"Seamless tileable pattern of Coffee beans and coffee plant leaves pattern, hand-drawn sketch style, ink line art, organic freehand illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",7.4
success,stock_0553_food_coffee_beans.jpg,food,coffee beans,hand-drawn,cool ocean,recraft-v3,CoffeeBeans Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; coffee; beans; food; hand-drawn; cool; ocean,"Seamless tileable pattern of Coffee beans and coffee plant leaves pattern, hand-drawn sketch style, ink line art, organic freehand illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",6.9
success,stock_0554_food_avocado.jpg,food,avocado,flat vector,pastel,recraft-v3,Avocado FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; flat; vector; pastel,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, flat vector style, clean lines, modern design, vector illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",4.0
success,stock_0555_food_avocado.jpg,food,avocado,flat vector,navy gold,recraft-v3,Avocado FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; flat; vector; navy; gold,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, flat vector style, clean lines, modern design, vector illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",4.9
success,stock_0556_food_avocado.jpg,food,avocado,flat vector,earth tones,recraft-v3,Avocado FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; flat; vector; earth; tones,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, flat vector style, clean lines, modern design, vector illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",5.1
success,stock_0557_food_avocado.jpg,food,avocado,flat vector,monochrome,recraft-v3,Avocado FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; flat; vector; monochrome,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, flat vector style, clean lines, modern design, vector illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",4.7
success,stock_0558_food_avocado.jpg,food,avocado,flat vector,warm sunset,recraft-v3,Avocado FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; flat; vector; warm; sunset,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, flat vector style, clean lines, modern design, vector illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",6.0
success,stock_0559_food_avocado.jpg,food,avocado,flat vector,cool ocean,recraft-v3,Avocado FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; flat; vector; cool; ocean,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, flat vector style, clean lines, modern design, vector illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",5.6
success,stock_0560_food_avocado.jpg,food,avocado,watercolor,pastel,recraft-v3,Avocado Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; watercolor; pastel,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, watercolor painting style, soft brushstrokes, artistic texture, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",4.7
success,stock_0561_food_avocado.jpg,food,avocado,watercolor,navy gold,recraft-v3,Avocado Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; watercolor; navy; gold,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, watercolor painting style, soft brushstrokes, artistic texture, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",4.9
success,stock_0562_food_avocado.jpg,food,avocado,watercolor,earth tones,recraft-v3,Avocado Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; watercolor; earth; tones,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, watercolor painting style, soft brushstrokes, artistic texture, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",4.9
success,stock_0563_food_avocado.jpg,food,avocado,watercolor,monochrome,recraft-v3,Avocado Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; watercolor; monochrome,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, watercolor painting style, soft brushstrokes, artistic texture, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",4.9
success,stock_0564_food_avocado.jpg,food,avocado,watercolor,warm sunset,recraft-v3,Avocado Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; watercolor; warm; sunset,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, watercolor painting style, soft brushstrokes, artistic texture, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",5.4
success,stock_0565_food_avocado.jpg,food,avocado,watercolor,cool ocean,recraft-v3,Avocado Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; watercolor; cool; ocean,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, watercolor painting style, soft brushstrokes, artistic texture, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",5.1
success,stock_0566_food_avocado.jpg,food,avocado,hand-drawn,pastel,recraft-v3,Avocado Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; hand-drawn; pastel,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, hand-drawn sketch style, ink line art, organic freehand illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",4.9
success,stock_0567_food_avocado.jpg,food,avocado,hand-drawn,navy gold,recraft-v3,Avocado Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; hand-drawn; navy; gold,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, hand-drawn sketch style, ink line art, organic freehand illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",6.0
failed,,food,avocado,hand-drawn,earth tones,recraft-v3,Avocado Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; hand-drawn; earth; tones,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, hand-drawn sketch style, ink line art, organic freehand illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",
failed,,food,avocado,hand-drawn,monochrome,recraft-v3,Avocado Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; hand-drawn; monochrome,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, hand-drawn sketch style, ink line art, organic freehand illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",
failed,,food,avocado,hand-drawn,warm sunset,recraft-v3,Avocado Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; hand-drawn; warm; sunset,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, hand-drawn sketch style, ink line art, organic freehand illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",
failed,,food,avocado,hand-drawn,cool ocean,recraft-v3,Avocado Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; hand-drawn; cool; ocean,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, hand-drawn sketch style, ink line art, organic freehand illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",
failed,,food,mushrooms,flat vector,pastel,recraft-v3,Mushrooms FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; mushrooms; food; flat; vector; pastel,"Seamless tileable pattern of Woodland mushroom and toadstool pattern with various species, flat vector style, clean lines, modern design, vector illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",
failed,,food,mushrooms,flat vector,navy gold,recraft-v3,Mushrooms FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; mushrooms; food; flat; vector; navy; gold,"Seamless tileable pattern of Woodland mushroom and toadstool pattern with various species, flat vector style, clean lines, modern design, vector illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",
failed,,food,mushrooms,flat vector,earth tones,recraft-v3,Mushrooms FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; mushrooms; food; flat; vector; earth; tones,"Seamless tileable pattern of Woodland mushroom and toadstool pattern with various species, flat vector style, clean lines, modern design, vector illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",
failed,,food,mushrooms,flat vector,monochrome,recraft-v3,Mushrooms FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; mushrooms; food; flat; vector; monochrome,"Seamless tileable pattern of Woodland mushroom and toadstool pattern with various species, flat vector style, clean lines, modern design, vector illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",
failed,,food,mushrooms,flat vector,warm sunset,recraft-v3,Mushrooms FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; mushrooms; food; flat; vector; warm; sunset,"Seamless tileable pattern of Woodland mushroom and toadstool pattern with various species, flat vector style, clean lines, modern design, vector illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",
