status,filename,category,subcategory,style,color_scheme,model,title,tags,prompt,file_size_mb
success,stock_0570_food_avocado.jpg,food,avocado,hand-drawn,warm sunset,recraft-v3,Avocado Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; hand-drawn; warm; sunset,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, hand-drawn sketch style, ink line art, organic freehand illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",6.1
success,stock_0571_food_avocado.jpg,food,avocado,hand-drawn,cool ocean,recraft-v3,Avocado Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; avocado; food; hand-drawn; cool; ocean,"Seamless tileable pattern of Cute avocado pattern with whole and half avocados, hand-drawn sketch style, ink line art, organic freehand illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",6.3
success,stock_0572_food_mushrooms.jpg,food,mushrooms,flat vector,pastel,recraft-v3,Mushrooms FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; mushrooms; food; flat; vector; pastel,"Seamless tileable pattern of Woodland mushroom and toadstool pattern with various species, flat vector style, clean lines, modern design, vector illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",4.8
success,stock_0573_food_mushrooms.jpg,food,mushrooms,flat vector,navy gold,recraft-v3,Mushrooms FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; mushrooms; food; flat; vector; navy; gold,"Seamless tileable pattern of Woodland mushroom and toadstool pattern with various species, flat vector style, clean lines, modern design, vector illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",6.1
success,stock_0574_food_mushrooms.jpg,food,mushrooms,flat vector,earth tones,recraft-v3,Mushrooms FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; mushrooms; food; flat; vector; earth; tones,"Seamless tileable pattern of Woodland mushroom and toadstool pattern with various species, flat vector style, clean lines, modern design, vector illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",4.9
success,stock_0575_food_mushrooms.jpg,food,mushrooms,flat vector,monochrome,recraft-v3,Mushrooms FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; mushrooms; food; flat; vector; monochrome,"Seamless tileable pattern of Woodland mushroom and toadstool pattern with various species, flat vector style, clean lines, modern design, vector illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",5.0
success,stock_0576_food_mushrooms.jpg,food,mushrooms,flat vector,warm sunset,recraft-v3,Mushrooms FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; mushrooms; food; flat; vector; warm; sunset,"Seamless tileable pattern of Woodland mushroom and toadstool pattern with various species, flat vector style, clean lines, modern design, vector illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",5.0
success,stock_0577_food_mushrooms.jpg,food,mushrooms,flat vector,cool ocean,recraft-v3,Mushrooms FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; mushrooms; food; flat; vector; cool; ocean,"Seamless tileable pattern of Woodland mushroom and toadstool pattern with various species, flat vector style, clean lines, modern design, vector illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",5.3
success,stock_0578_food_mushrooms.jpg,food,mushrooms,watercolor,pastel,recraft-v3,Mushrooms Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; mushrooms; food; watercolor; pastel,"Seamless tileable pattern of Woodland mushroom and toadstool pattern with various species, watercolor painting style, soft brushstrokes, artistic texture, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",4.1
success,stock_0579_food_mushrooms.jpg,food,mushrooms,watercolor,navy gold,recraft-v3,Mushrooms Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; mushrooms; food; watercolor; navy; gold,"Seamless tileable pattern of Woodland mushroom and toadstool pattern with various species, watercolor painting style, soft brushstrokes, artistic texture, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",4.4
