status,filename,category,subcategory,style,color_scheme,model,title,tags,prompt,file_size_mb
success,stock_0474_nature_snowflakes.jpg,nature,snowflakes,watercolor,warm sunset,recraft-v3,Snowflakes Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; snowflakes; nature; watercolor; warm; sunset,"Seamless tileable pattern of Delicate snowflake crystal pattern with intricate ice designs, watercolor painting style, soft brushstrokes, artistic texture, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",5.8
success,stock_0475_nature_snowflakes.jpg,nature,snowflakes,watercolor,cool ocean,recraft-v3,Snowflakes Watercolor Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; snowflakes; nature; watercolor; cool; ocean,"Seamless tileable pattern of Delicate snowflake crystal pattern with intricate ice designs, watercolor painting style, soft brushstrokes, artistic texture, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",6.7
success,stock_0476_nature_snowflakes.jpg,nature,snowflakes,hand-drawn,pastel,recraft-v3,Snowflakes Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; snowflakes; nature; hand-drawn; pastel,"Seamless tileable pattern of Delicate snowflake crystal pattern with intricate ice designs, hand-drawn sketch style, ink line art, organic freehand illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",5.6
success,stock_0477_nature_snowflakes.jpg,nature,snowflakes,hand-drawn,navy gold,recraft-v3,Snowflakes Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; snowflakes; nature; hand-drawn; navy; gold,"Seamless tileable pattern of Delicate snowflake crystal pattern with intricate ice designs, hand-drawn sketch style, ink line art, organic freehand illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",6.3
success,stock_0478_nature_snowflakes.jpg,nature,snowflakes,hand-drawn,earth tones,recraft-v3,Snowflakes Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; snowflakes; nature; hand-drawn; earth; tones,"Seamless tileable pattern of Delicate snowflake crystal pattern with intricate ice designs, hand-drawn sketch style, ink line art, organic freehand illustration, earth tones, terracotta, sage green, brown, beige, white background, high quality, repeating pattern design",6.2
success,stock_0479_nature_snowflakes.jpg,nature,snowflakes,hand-drawn,monochrome,recraft-v3,Snowflakes Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; snowflakes; nature; hand-drawn; monochrome,"Seamless tileable pattern of Delicate snowflake crystal pattern with intricate ice designs, hand-drawn sketch style, ink line art, organic freehand illustration, monochrome, black, white, gray, charcoal, white background, high quality, repeating pattern design",4.9
success,stock_0480_nature_snowflakes.jpg,nature,snowflakes,hand-drawn,warm sunset,recraft-v3,Snowflakes Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; snowflakes; nature; hand-drawn; warm; sunset,"Seamless tileable pattern of Delicate snowflake crystal pattern with intricate ice designs, hand-drawn sketch style, ink line art, organic freehand illustration, warm sunset colors, coral, orange, peach, amber, white background, high quality, repeating pattern design",6.8
success,stock_0481_nature_snowflakes.jpg,nature,snowflakes,hand-drawn,cool ocean,recraft-v3,Snowflakes Hand-Drawn Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; snowflakes; nature; hand-drawn; cool; ocean,"Seamless tileable pattern of Delicate snowflake crystal pattern with intricate ice designs, hand-drawn sketch style, ink line art, organic freehand illustration, cool ocean tones, teal, aqua, navy, seafoam, white background, high quality, repeating pattern design",6.4
success,stock_0482_food_fruits_citrus.jpg,food,fruits citrus,flat vector,pastel,recraft-v3,FruitsCitrus FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fruits; citrus; food; flat; vector; pastel,"Seamless tileable pattern of Fresh citrus fruit pattern with oranges, lemons, and limes slices, flat vector style, clean lines, modern design, vector illustration, pastel pink, mint green, soft yellow, lavender, white background, high quality, repeating pattern design",5.6
success,stock_0483_food_fruits_citrus.jpg,food,fruits citrus,flat vector,navy gold,recraft-v3,FruitsCitrus FlatVector Seamless Pattern,seamless; pattern; tileable; repeating; background; textile; wallpaper; fabric; surface design; digital paper; fruits; citrus; food; flat; vector; navy; gold,"Seamless tileable pattern of Fresh citrus fruit pattern with oranges, lemons, and limes slices, flat vector style, clean lines, modern design, vector illustration, navy blue, gold, white, dark blue, white background, high quality, repeating pattern design",6.0
